city,year,cable,fiber,mobile broadband dedicated,number of broadband subscriptions - total,number of cable tv subscriptions,number of fixed broadband subscriptions - total,number of fixed telephony access lines,number of mobile broadband subscriptions - total,number of mobile telephony subscriptions  3g+4.5g,number of mobile telephony subscriptions - 2g,number of mobile telephony subscriptions - 3g,number of mobile telephony subscriptions - total,number of payhones,other,population,santral capacity for fixed telephony,standard mobile broadband,the length of fiber-km,xdsl
ADANA,2007,0,0,0,0,41115,0,402348,0,0,0,0,1759062,2022,0,2006650,523425,0,0,0
ADANA,2008,0,0,0,0,40400,0,369043,0,0,0,0,1889383,1986,0,2026319,534366,0,0,0
ADANA,2009,0,0,0,0,43826,0,332356,0,0,0,0,1768410,1912,0,2062226,525061,0,0,0
ADANA,2010,0,0,0,0,51835,0,310454,0,0,1172924,542370,1715294,1877,0,2085225,529486,0,0,0
ADANA,2011,30406,21286,29052,561382,57089,167692,270622,393690,846639,983747,0,1830386,1786,126,2108805,596315,364638,0,115874
ADANA,2012,29739,33984,33939,688428,54652,184278,223992,504150,1131152,755860,0,1887012,1705,149,2125635,642813,470211,5205,120406
ADANA,2013,25015,44191,34120,818237,48198,196773,244392,621464,1346605,604306,0,1950911,1516,208,2149260,653019,587344,5760,127359
ADANA,2014,27355,51347,26638,1083065,47642,210073,217236,872992,1636760,365313,0,2002073,1379,219,2165595,470088,846354,6339,131152
ADANA,2015,30139,58766,29738,1280605,46546,225798,191438,1054807,1610781,421704,0,2032485,1275,221,2183167,452914,1025069,6887,136672
ADANA,2016,35442,66005,24895,1703083,48102,251442,185835,1451641,1966478,109352,0,2075830,1187,653,2201670,335232,1426746,6929,149342
ADANA,2017,38910,74752,17846,1900719,49167,290043,193216,1610676,2104713,67833,0,2172546,1132,2031,2216475,332966,1592830,7528,174350
ADANA,2018,40787,84086,13259,2019748,48610,324919,203866,1694829,2154920,49769,0,2204689,1147,4710,2220125,327020,1681570,8234,195336
ADANA,2019,43566,93799,15482,2026852,47777,342019,199254,1684833,2083065,33699,0,2116764,1087,5802,2237940,333899,1669351,9113,198852
ADANA,2020,49578,114239,7953,2195181,49956,401059,223405,1794122,2122654,31353,0,2154007,1036,5327,2258718,350048,1786169,9733,231915
ADANA,2021,49743,132074,7546,2410202,48768,439737,223688,1970465,2230410,34118,0,2264528,1018,10321,2263373,355958,1962919,10458,247599
ADIYAMAN,2007,0,0,0,0,0,0,62622,0,0,0,0,362677,345,0,582762,95828,0,0,0
ADIYAMAN,2008,0,0,0,0,0,0,54042,0,0,0,0,395508,339,0,585067,93966,0,0,0
ADIYAMAN,2009,0,0,0,0,0,0,48248,0,0,0,0,381844,337,0,588475,81854,0,0,0
ADIYAMAN,2010,0,0,0,0,0,0,44933,0,0,252646,135825,388471,349,0,590935,81854,0,0,0
ADIYAMAN,2011,0,0,4651,114517,0,18196,41676,96321,216388,184089,0,400477,356,19,593931,87326,91670,0,18177
ADIYAMAN,2012,0,1039,5852,136288,0,18474,38550,117814,267609,154040,0,421649,366,23,595261,81634,111962,1625,17412
ADIYAMAN,2013,0,2569,6715,172814,0,20765,37341,152049,336785,125564,0,462349,368,61,597184,89067,145334,1710,18135
ADIYAMAN,2014,0,3285,5852,255192,0,22153,35661,233039,444310,74831,0,519141,339,73,597835,83047,227187,1666,18795
ADIYAMAN,2015,0,3920,7245,324020,0,24511,34726,299509,460350,86903,0,547253,336,29,602774,55048,292264,1737,20562
ADIYAMAN,2016,0,4968,6549,434982,0,28677,33851,406305,529976,18680,0,548656,336,34,610484,56090,399756,1889,23675
ADIYAMAN,2017,0,6734,5211,497681,0,35465,34838,462216,570445,10985,0,581430,346,34,615076,55032,457005,2095,28697
ADIYAMAN,2018,0,8742,4481,531011,0,42581,40062,488430,597724,4466,0,602190,329,31,624513,44840,483949,2177,33808
ADIYAMAN,2019,0,10603,4790,514193,0,47106,42216,467087,551508,2565,0,554073,220,202,626465,42792,462297,2420,36301
ADIYAMAN,2020,0,17073,3068,563133,0,65718,52006,497415,557669,2364,0,560033,182,29,632459,48224,494347,2691,48616
ADIYAMAN,2021,0,21095,2945,678656,0,73010,53844,605646,625261,6030,0,631291,161,34,632148,61423,602701,2983,51881
AFYONKARAHİSAR,2007,0,0,0,0,0,0,152298,0,0,0,0,402584,677,0,701572,188626,0,0,0
AFYONKARAHİSAR,2008,0,0,0,0,0,0,144076,0,0,0,0,523484,690,0,697365,179153,0,0,0
AFYONKARAHİSAR,2009,0,0,0,0,0,0,134154,0,0,0,0,519525,617,0,701326,186323,0,0,0
AFYONKARAHİSAR,2010,0,0,0,0,0,0,129373,0,0,367871,145182,513053,650,0,697559,188911,0,0,0
AFYONKARAHİSAR,2011,0,0,8702,149261,0,44966,118234,104295,235358,316310,0,551668,650,35,698626,181322,95593,0,44931
AFYONKARAHİSAR,2012,0,1916,11313,187751,0,44429,103850,143322,307838,268578,0,576416,659,42,703948,190437,132009,2834,42471
AFYONKARAHİSAR,2013,0,7936,11851,235244,0,47228,93217,188016,382061,227158,0,609219,678,48,707123,195635,176165,2900,39244
AFYONKARAHİSAR,2014,0,7099,8973,328732,0,49551,84980,279181,520686,140817,0,661503,683,51,706371,193629,270208,3009,42401
AFYONKARAHİSAR,2015,0,6380,5095,381848,0,52730,77541,329118,521400,132977,0,654377,692,39,709015,167158,324023,3107,46311
AFYONKARAHİSAR,2016,0,6546,7809,541734,0,58906,76836,482828,652883,39701,0,692584,669,46,714523,60662,475019,3461,52314
AFYONKARAHİSAR,2017,0,7477,4140,584367,0,68704,72883,515663,662964,24734,0,687698,642,260,715693,151069,511523,3856,60967
AFYONKARAHİSAR,2018,0,9962,3502,620431,0,79938,77983,540493,687799,8045,0,695844,593,467,725568,103989,536991,4162,69509
AFYONKARAHİSAR,2019,0,12263,4003,612177,0,84838,81292,527339,651626,3744,0,655370,524,230,729483,99107,523336,4557,72345
AFYONKARAHİSAR,2020,0,16362,1766,648379,0,105299,93443,543080,635508,3168,0,638676,550,202,736912,116307,541314,4937,88735
AFYONKARAHİSAR,2021,0,20252,2860,771871,0,116041,96490,655830,739301,7367,0,746668,480,396,744179,110720,652970,5295,95393
AKSARAY,2007,0,0,0,0,0,0,71455,0,0,0,0,255927,417,0,366109,82500,0,0,0
AKSARAY,2008,0,0,0,0,0,0,66953,0,0,0,0,267366,408,0,370598,78563,0,0,0
AKSARAY,2009,0,0,0,0,0,0,63316,0,0,0,0,268987,405,0,376907,79396,0,0,0
AKSARAY,2010,0,0,0,0,0,0,61844,0,0,168474,97964,266438,378,0,377505,77943,0,0,0
AKSARAY,2011,0,0,4014,87327,0,22584,56998,64743,146031,141937,0,287968,380,12,378823,81762,60729,0,22572
AKSARAY,2012,0,594,4544,105231,0,24307,50777,80924,177325,125839,0,303164,343,15,379915,76864,76380,1496,23698
AKSARAY,2013,0,1093,4555,136235,0,26149,46834,110086,236451,104845,0,341296,320,31,382806,98680,105531,1537,25025
AKSARAY,2014,0,1711,3841,196847,0,27609,43208,169238,316298,63902,0,380200,310,39,384252,79648,165397,1609,25859
AKSARAY,2015,0,2349,4513,249657,0,29584,39751,220073,340340,71162,0,411502,309,32,386514,81688,215560,1692,27203
AKSARAY,2016,0,3227,3575,331976,0,32883,39229,299093,393389,17405,0,410794,262,35,396673,75504,295518,1850,29621
AKSARAY,2017,0,4848,2699,370205,0,39271,39328,330934,412240,10672,0,422912,210,38,402404,75272,328235,1992,34385
AKSARAY,2018,0,6792,2250,398696,0,48124,44248,350572,422348,3338,0,425686,200,942,412172,63056,348322,2101,40390
AKSARAY,2019,0,8852,2539,403826,0,53411,46894,350415,412617,1941,0,414558,236,1094,416367,59405,347876,2477,43465
AKSARAY,2020,0,13444,1485,437169,0,69554,54085,367615,410305,1866,0,412171,202,2869,423011,70686,366130,2713,53241
AKSARAY,2021,0,16812,1306,457432,0,77449,57395,379983,427098,2347,0,429445,139,3898,429069,71904,378677,3060,56739
AMASYA,2007,0,0,0,0,0,0,83682,0,0,0,0,241620,560,0,328674,103584,0,0,0
AMASYA,2008,0,0,0,0,0,0,79189,0,0,0,0,259908,543,0,323675,106767,0,0,0
AMASYA,2009,0,0,0,0,0,0,74687,0,0,0,0,256401,539,0,324268,96801,0,0,0
AMASYA,2010,0,0,0,0,0,0,72983,0,0,176142,82080,258222,541,0,334786,93291,0,0,0
AMASYA,2011,0,0,4976,88790,0,25426,67828,63364,134347,139515,0,273862,550,12,323079,90357,58388,0,25414
AMASYA,2012,0,1353,6290,105586,0,24635,61382,80951,170684,118335,0,289019,584,15,322283,105733,74661,1285,23267
AMASYA,2013,0,1940,6458,132920,0,26056,56068,106864,217390,100840,0,318230,581,30,321977,112400,100406,1271,24086
AMASYA,2014,0,2210,4971,183917,0,27620,52024,156297,284753,63678,0,348431,581,111,321913,93224,151326,1375,25299
AMASYA,2015,0,2243,5295,226359,0,28723,47202,197636,288008,77412,0,365420,590,92,322167,89216,192341,1541,26388
AMASYA,2016,0,2605,4484,292807,0,32265,45416,260542,348788,18072,0,366860,563,90,326351,83280,256058,1566,29570
AMASYA,2017,0,3143,2750,317283,0,37278,43930,280005,354930,10974,0,365904,542,110,329888,80951,277255,1638,34025
AMASYA,2018,0,3848,2092,330101,0,42615,46737,287486,351541,3489,0,355030,517,43,337508,71408,285394,1702,38724
AMASYA,2019,0,5015,2139,328062,0,46511,47245,281551,332570,1775,0,334345,478,792,337800,63231,279412,1887,40704
AMASYA,2020,0,7169,1483,346656,0,57503,52692,289153,330755,1425,0,332180,402,48,335494,71400,287670,1959,50286
AMASYA,2021,0,8915,1434,363486,0,62706,52726,300780,336525,2156,0,338681,349,774,335331,72224,299346,2063,53017
ANKARA,2007,0,0,0,0,218699,0,1517687,0,0,0,0,4715598,8608,0,4466756,1810910,0,0,0
ANKARA,2008,0,0,0,0,214858,0,1501658,0,0,0,0,4976314,8452,0,4548939,2007396,0,0,0
ANKARA,2009,0,0,0,0,215171,0,1442096,0,0,0,0,4714814,8437,0,4650802,1791262,0,0,0
ANKARA,2010,0,0,0,0,225118,0,1433523,0,0,3353495,1239128,4592623,7978,0,4771716,1858975,0,0,0
ANKARA,2011,67746,45865,142884,1774458,226106,785764,1354373,988694,2096993,2794505,0,4891498,7926,7218,4890893,2072826,845810,0,664935
ANKARA,2012,74325,81536,160558,2237563,221169,806083,1249071,1431480,2897865,2186700,0,5084565,7742,8509,4965542,2086816,1270922,11259,641713
ANKARA,2013,74742,130508,169102,2685373,210566,854341,1311973,1831032,3496408,1726267,0,5222675,7210,5546,5045083,2526691,1661930,12910,643545
ANKARA,2014,87982,166354,129274,3298811,209736,897370,1208151,2401441,4188970,1150202,0,5339172,6684,2290,5150072,2200528,2272167,14080,640744
ANKARA,2015,99176,209629,136626,3798931,205408,960562,1098224,2838369,3881629,1375617,0,5257246,6225,3167,5270575,2042158,2701743,15416,648590
ANKARA,2016,111218,256737,116092,4785820,202575,1039093,1074661,3746727,5193380,404675,0,5598055,5516,2338,5346518,1929173,3630635,18887,668800
ANKARA,2017,120797,320273,81057,5248472,199836,1150609,1060302,4097863,5457942,305968,0,5763910,4812,2568,5445026,1818557,4016806,22222,706971
ANKARA,2018,132267,377947,76787,5672572,197638,1260042,1075190,4412530,5655848,275807,0,5931655,4320,5822,5503985,1575922,4335743,23678,744006
ANKARA,2019,155284,427855,72297,5806184,200264,1317161,1082825,4489023,5822028,276731,0,6098759,4004,2912,5639076,1506157,4416726,25387,731110
ANKARA,2020,180718,521349,54041,6238945,208837,1506937,1122917,4732008,6043891,357449,0,6401340,4413,4416,5663322,1620964,4677967,27329,800454
ANKARA,2021,186450,602158,53270,6684428,207983,1606166,1089358,5078262,6277725,417906,0,6695631,4066,7952,5747325,1630601,5024992,30735,809606
ANTALYA,2007,0,0,0,0,39043,0,550336,0,0,0,0,1886419,4479,0,1789295,640566,0,0,0
ANTALYA,2008,0,0,0,0,37962,0,539592,0,0,0,0,2029171,4512,0,1859275,655571,0,0,0
ANTALYA,2009,0,0,0,0,38360,0,510644,0,0,0,0,1967664,4602,0,1919729,691618,0,0,0
ANTALYA,2010,0,0,0,0,41481,0,499467,0,0,1353418,586633,1940051,4331,0,1978333,759482,0,0,0
ANTALYA,2011,22816,9953,53332,686258,44743,263224,456273,423034,960381,1103998,0,2064379,4058,1483,2043482,806659,369702,0,228972
ANTALYA,2012,24435,33138,60871,863114,45042,275667,393357,587447,1305790,825279,0,2131069,4103,1749,2092537,738266,526576,6360,216345
ANTALYA,2013,23238,54546,56738,1019887,42369,295944,376174,723943,1515978,642754,0,2158732,4074,479,2158265,856724,667205,6467,217681
ANTALYA,2014,25329,65100,47026,1290246,42485,317609,340383,972637,1827193,426175,0,2253368,4053,607,2222562,748092,925611,6937,226573
ANTALYA,2015,26618,77027,52680,1493115,41124,340793,310784,1152322,1725345,504680,0,2230025,4031,746,2288456,748892,1099642,7801,236402
ANTALYA,2016,29766,90218,40409,1890661,41801,381572,297741,1509089,2128569,140283,0,2268852,3551,3610,2328555,637781,1468680,8696,257978
ANTALYA,2017,33294,111169,27119,2083394,43394,427778,300243,1655616,2248665,87799,0,2336464,3382,3678,2364396,613689,1628497,10015,279637
ANTALYA,2018,37316,132293,22985,2272937,44874,497184,316856,1775753,2357583,55673,0,2413256,3246,4470,2426356,488887,1752768,11166,323105
ANTALYA,2019,44147,149627,23103,2393310,46070,532824,322525,1860486,2431829,41339,0,2473168,2926,23570,2511700,482281,1837383,12569,315480
ANTALYA,2020,54704,179111,16095,2590339,53128,615716,355130,1974623,2446958,43765,0,2490723,2667,14912,2548308,531292,1958528,13671,366989
ANTALYA,2021,60055,206618,15438,2790833,56648,660898,356580,2129935,2586133,45207,0,2631340,2572,20023,2619832,534917,2114497,15301,374202
ARDAHAN,2007,0,0,0,0,0,0,19068,0,0,0,0,63594,182,0,112721,25847,0,0,0
ARDAHAN,2008,0,0,0,0,0,0,17677,0,0,0,0,69483,181,0,112242,24877,0,0,0
ARDAHAN,2009,0,0,0,0,0,0,16430,0,0,0,0,68190,182,0,108169,24797,0,0,0
ARDAHAN,2010,0,0,0,0,0,0,16050,0,0,48233,18437,66670,190,0,105454,24431,0,0,0
ARDAHAN,2011,0,0,1107,22534,0,5557,15157,16977,34684,36643,0,71327,202,7,107455,26292,15870,0,5550
ARDAHAN,2012,0,276,1302,27624,0,5242,13694,22382,48460,26104,0,74564,220,9,106643,26208,21080,875,4957
ARDAHAN,2013,0,410,1353,33783,0,5465,12538,28318,56762,20517,0,77279,227,14,102782,26528,26965,888,5041
ARDAHAN,2014,0,543,1135,45751,0,5772,11344,39979,68920,12776,0,81696,227,18,100809,26784,38844,860,5211
ARDAHAN,2015,0,563,1288,54315,0,5795,10159,48520,70952,14204,0,85156,227,14,99265,33237,47232,896,5218
ARDAHAN,2016,0,717,1044,71863,0,6271,9339,65592,84519,2933,0,87452,227,15,98335,20640,64548,939,5539
ARDAHAN,2017,0,1025,716,78534,0,6964,9337,71570,88798,1505,0,90303,115,12,97096,18424,70854,981,5927
ARDAHAN,2018,0,1548,564,83220,0,8079,9298,75141,91611,528,0,92139,91,13,98907,18800,74577,1122,6518
ARDAHAN,2019,0,1902,583,82846,0,8739,9718,74107,86918,326,0,87244,69,7,97319,18264,73524,1195,6830
ARDAHAN,2020,0,2498,369,88374,0,12101,11738,76273,85740,251,0,85991,49,6,96161,19803,75904,1360,9597
ARDAHAN,2021,0,2688,301,92213,0,13098,12368,79115,88548,866,0,89414,50,5,94932,17760,78814,1443,10405
ARTVİN,2007,0,0,0,0,0,0,52264,0,0,0,0,144244,230,0,168092,63411,0,0,0
ARTVİN,2008,0,0,0,0,0,0,50767,0,0,0,0,151861,224,0,166584,57770,0,0,0
ARTVİN,2009,0,0,0,0,0,0,46933,0,0,0,0,147678,246,0,165580,58251,0,0,0
ARTVİN,2010,0,0,0,0,0,0,46696,0,0,102698,42379,145077,266,0,164759,57462,0,0,0
ARTVİN,2011,0,0,2823,50640,0,16452,44790,34188,73060,79871,0,152931,280,11,166394,62542,31365,0,16441
ARTVİN,2012,0,498,3338,60421,0,15969,40815,44452,98752,56403,0,155155,251,13,167082,61293,41114,939,15458
ARTVİN,2013,0,900,3274,69967,0,16273,35586,53694,112422,44282,0,156704,229,25,169334,66984,50420,1039,15348
ARTVİN,2014,0,1051,2406,88298,0,16849,31619,71449,131587,29753,0,161340,195,25,169674,66513,69043,1076,15773
ARTVİN,2015,0,967,2461,102496,0,17113,27549,85383,127911,35235,0,163146,194,19,168370,64760,82922,1446,16127
ARTVİN,2016,0,1044,1758,134135,0,18407,25339,115728,156430,7425,0,163855,193,20,168068,62232,113970,1512,17343
ARTVİN,2017,0,1558,1084,145395,0,20720,24259,124675,161648,3417,0,165065,145,17,166143,57560,123591,1676,19145
ARTVİN,2018,0,2208,732,151842,0,23387,24580,128455,163800,1513,0,165313,145,20,174010,54448,127723,1800,21159
ARTVİN,2019,0,2750,742,154945,0,24246,24858,130699,160710,844,0,161554,126,20,170875,44184,129957,2098,21476
ARTVİN,2020,0,4126,532,167180,0,29985,28207,137195,164392,775,0,165167,116,24,169501,52540,136663,2280,25835
ARTVİN,2021,0,4759,484,179133,0,33816,28483,145317,171996,863,0,172859,86,1882,169543,51696,144833,2444,27175
AYDIN,2007,0,0,0,0,0,0,286166,0,0,0,0,749933,1599,0,946971,329404,0,0,0
AYDIN,2008,0,0,0,0,0,0,268916,0,0,0,0,814470,1605,0,965500,332324,0,0,0
AYDIN,2009,0,0,0,0,0,0,254221,0,0,0,0,783718,1605,0,979155,342412,0,0,0
AYDIN,2010,0,0,0,0,0,0,249863,0,0,580501,187454,767955,1374,0,989862,354380,0,0,0
AYDIN,2011,0,0,16995,244013,0,99623,237012,144390,323544,487642,0,811186,1374,233,999163,350524,127395,0,99390
AYDIN,2012,0,2570,19354,305954,0,99583,215716,206371,431261,406638,0,837899,1287,275,1006541,337301,187017,2457,96738
AYDIN,2013,0,3520,18928,370877,0,108262,203588,262615,512255,333609,0,845864,1260,221,1020957,345242,243687,2651,104521
AYDIN,2014,0,4193,14790,477686,0,114064,187795,363622,645229,220624,0,865853,1180,120,1041979,343666,348832,2713,109751
AYDIN,2015,0,4593,16555,567456,0,122141,172485,445315,651548,220160,0,871708,1166,114,1053506,351930,428760,3023,117434
AYDIN,2016,0,10627,14122,754659,0,136028,164458,618631,829751,63919,0,893670,1041,902,1068260,295278,604509,3382,124499
AYDIN,2017,0,16371,9748,845639,0,157628,157971,688011,876477,40994,0,917471,776,2906,1080839,279960,678263,4039,138351
AYDIN,2018,0,24850,7540,910230,0,178054,164152,732176,919733,16657,0,936390,785,3962,1097746,267280,724636,4813,149242
AYDIN,2019,0,34254,7878,954997,0,192053,163379,762944,938847,10151,0,948998,707,8595,1110972,236022,755066,5450,149204
AYDIN,2020,0,47321,5191,1038235,0,231577,173327,806658,938820,7834,0,946654,688,13805,1119084,236569,801467,5932,170451
AYDIN,2021,0,62484,5138,1114695,0,252929,171002,861766,984114,7695,0,991809,528,15420,1134031,221872,856628,6520,175025
AĞRI,2007,0,0,0,0,0,0,37755,0,0,0,0,281472,385,0,530879,60934,0,0,0
AĞRI,2008,0,0,0,0,0,0,30807,0,0,0,0,304209,377,0,532180,53206,0,0,0
AĞRI,2009,0,0,0,0,0,0,26962,0,0,0,0,299629,407,0,537665,54972,0,0,0
AĞRI,2010,0,0,0,0,0,0,25180,0,0,177665,120174,297839,404,0,542022,64179,0,0,0
AĞRI,2011,0,0,5084,89439,0,10530,22355,78909,186389,132019,0,318408,405,16,555479,63701,73825,0,10514
AĞRI,2012,0,201,6278,108779,0,10494,19432,98285,234334,106012,0,340346,424,19,552404,64696,92007,1938,10274
AĞRI,2013,0,545,7386,142350,0,11384,17663,130966,285834,89763,0,375597,471,328,551177,65433,123580,1996,10511
AĞRI,2014,0,582,5662,212436,0,11873,15932,200563,372967,52476,0,425443,446,330,549435,40149,194901,2368,10961
AĞRI,2015,0,1142,5697,269627,0,12934,14840,256693,374318,79871,0,454189,446,24,547210,41286,250996,2403,11768
AĞRI,2016,0,1434,4376,359496,0,14313,15026,345183,432589,11291,0,443880,437,29,542255,42340,340807,2512,12850
AĞRI,2017,0,1821,3143,385176,0,16038,18693,369138,438142,6116,0,444258,555,26,536285,38533,365995,2587,14191
AĞRI,2018,0,2339,3178,387680,0,18211,16362,369469,433608,1979,0,435587,529,14,539657,40658,366291,2752,15858
AĞRI,2019,0,2907,4107,375231,0,19620,17680,355611,405100,1338,0,406438,359,14,536199,37674,351504,2793,16699
AĞRI,2020,0,4309,2864,399676,0,26283,23556,373393,404790,1269,0,406059,335,15,535435,38555,370529,2842,21959
AĞRI,2021,0,5910,2391,422630,0,28968,25146,393662,420619,2642,0,423261,312,16,524644,35472,391271,2346,23042
BALIKESİR,2007,0,0,0,0,12310,0,379123,0,0,0,0,880122,1940,0,1118313,430523,0,0,0
BALIKESİR,2008,0,0,0,0,11979,0,361914,0,0,0,0,952487,2016,0,1130276,422758,0,0,0
BALIKESİR,2009,0,0,0,0,12481,0,342340,0,0,0,0,931297,2098,0,1140085,485125,0,0,0
BALIKESİR,2010,0,0,0,0,13578,0,334687,0,0,675248,243548,918796,2090,0,1152323,495237,0,0,0
BALIKESİR,2011,5607,0,18566,315746,14291,126471,314085,189275,400910,559320,0,960230,2041,51,1154314,490470,170709,0,120813
BALIKESİR,2012,6215,2532,21752,388704,13977,126942,288162,261762,534093,455340,0,989433,2046,61,1160731,508080,240010,4047,118134
BALIKESİR,2013,6022,4325,22440,461982,13097,136719,268147,325263,636708,366381,0,1003089,1659,95,1162761,475701,302823,4368,126277
BALIKESİR,2014,7396,4784,16386,577988,13469,143494,249934,434494,782860,244949,0,1027809,1629,86,1189057,467937,418108,4405,131228
BALIKESİR,2015,8228,4561,17151,668992,13459,151130,231876,517862,776167,247923,0,1024090,1507,81,1186688,475613,500711,4762,138260
BALIKESİR,2016,10196,4579,15031,881033,14520,165958,220505,715075,968470,73439,0,1041909,1236,122,1196176,408173,700044,5056,151061
BALIKESİR,2017,12031,5349,9454,980801,15766,188992,219380,791809,1014825,44736,0,1059561,1049,308,1204824,390871,782355,5544,171304
BALIKESİR,2018,13951,10685,6850,1057928,16734,213139,228452,844789,1058209,17944,0,1076153,968,1104,1226575,333360,837939,6029,187399
BALIKESİR,2019,15958,16915,7355,1103934,17885,224220,219970,879714,1075681,9493,0,1085174,850,2245,1228620,282368,872359,6850,189102
BALIKESİR,2020,19988,25596,5250,1199388,21074,267953,228938,931435,1080796,7493,0,1088289,768,7865,1240285,321360,926185,7404,214504
BALIKESİR,2021,22432,36442,5158,1274964,22878,289122,220882,985842,1117899,7076,0,1124975,702,10514,1250610,312152,980684,8281,219734
BARTIN,2007,0,0,0,0,0,0,51699,0,0,0,0,142502,333,0,182131,59139,0,0,0
BARTIN,2008,0,0,0,0,0,0,50338,0,0,0,0,151469,340,0,185368,59172,0,0,0
BARTIN,2009,0,0,0,0,0,0,48179,0,0,0,0,149314,332,0,188449,61845,0,0,0
BARTIN,2010,0,0,0,0,0,0,49202,0,0,97287,49312,146599,335,0,187758,61845,0,0,0
BARTIN,2011,0,0,2548,53231,0,17620,47987,35611,76108,77262,0,153370,335,9,187291,65086,33063,0,17611
BARTIN,2012,0,1216,3080,61491,0,17521,46454,43970,95221,63053,0,158274,342,11,188436,65890,40890,864,16294
BARTIN,2013,0,1929,3070,71861,0,18273,42747,53588,111585,50674,0,162259,343,14,189139,71492,50518,916,16330
BARTIN,2014,0,2050,2052,91085,0,18860,39761,72225,132821,33988,0,166809,331,13,189405,73098,70173,931,16797
BARTIN,2015,0,1989,1850,106901,0,19753,36885,87148,127721,39888,0,167609,314,14,190708,75822,85298,981,17750
BARTIN,2016,0,2419,1331,139431,0,21788,35023,117643,156081,10142,0,166223,255,13,192389,75034,116312,1069,19356
BARTIN,2017,0,3296,851,152378,0,25000,33819,127378,161943,5831,0,167774,234,10,193577,81336,126527,1121,21694
BARTIN,2018,0,4279,661,161440,0,28528,34638,132912,165737,2193,0,167930,226,11,198999,49248,132251,1205,24238
BARTIN,2019,0,4988,739,166157,0,29787,34401,136370,165793,979,0,166772,204,12,198249,42976,135631,1303,24787
BARTIN,2020,0,6467,539,178587,0,36541,36652,142046,166700,780,0,167480,194,24,198979,54016,141507,1437,30050
BARTIN,2021,0,7544,542,191114,0,39711,37347,151403,174584,823,0,175407,173,37,201711,52520,150861,1670,32130
BATMAN,2007,0,0,0,0,0,0,43023,0,0,0,0,318778,249,0,472487,62948,0,0,0
BATMAN,2008,0,0,0,0,0,0,38019,0,0,0,0,340294,260,0,485616,57329,0,0,0
BATMAN,2009,0,0,0,0,0,0,33433,0,0,0,0,328078,273,0,497998,69772,0,0,0
BATMAN,2010,0,0,0,0,0,0,31695,0,0,184262,129755,314017,293,0,510200,70252,0,0,0
BATMAN,2011,0,0,5535,100359,0,16641,29404,83718,192789,129575,0,322364,302,16,524499,71244,78183,0,16625
BATMAN,2012,0,1261,6370,114613,0,17233,26980,97380,232681,103777,0,336458,303,20,534205,65212,91010,1087,15952
BATMAN,2013,0,2619,6306,136445,0,18934,27341,117511,263288,84066,0,347354,298,239,547581,67010,111205,1246,16076
BATMAN,2014,0,3490,4549,196908,0,20580,26848,176328,315939,47465,0,363404,303,253,557593,36217,171779,1304,16837
BATMAN,2015,0,4188,5232,238452,0,22763,26804,215689,314194,55859,0,370053,302,27,566633,37572,210457,1461,18548
BATMAN,2016,0,4990,4459,320755,0,26101,26843,294654,362185,11961,0,374146,240,21,576899,39074,290195,1595,21090
BATMAN,2017,0,6608,3207,356446,0,31333,27642,325113,380158,7069,0,387227,214,19,585252,39824,321906,1766,24706
BATMAN,2018,0,8896,3089,381043,0,36869,32506,344174,391205,3248,0,394453,193,22,599103,37384,341085,1831,27951
BATMAN,2019,0,10342,4376,398147,0,40000,35157,358147,398193,2187,0,400380,169,25,608659,37864,353771,1941,29633
BATMAN,2020,0,14274,2555,434432,0,53791,44335,380641,408506,2912,0,411418,272,28,620278,40072,378086,2035,39489
BATMAN,2021,0,16985,2193,465919,0,59631,46998,406288,426405,2666,0,429071,251,222,626319,49776,404095,2168,42424
BAYBURT,2007,0,0,0,0,0,0,17536,0,0,0,0,49249,126,0,76609,19502,0,0,0
BAYBURT,2008,0,0,0,0,0,0,16624,0,0,0,0,53223,126,0,75675,18504,0,0,0
BAYBURT,2009,0,0,0,0,0,0,15668,0,0,0,0,51689,128,0,74710,18640,0,0,0
BAYBURT,2010,0,0,0,0,0,0,15986,0,0,35798,14352,50150,132,0,74412,24848,0,0,0
BAYBURT,2011,0,0,873,17753,0,4337,15628,13416,26213,26785,0,52998,134,8,76724,16800,12543,0,4329
BAYBURT,2012,0,156,1200,21634,0,4610,15630,17024,34971,20417,0,55388,157,10,75797,20176,15824,710,4444
BAYBURT,2013,0,405,1049,26541,0,5148,15245,21393,41709,15765,0,57474,160,14,75620,40296,20344,730,4729
BAYBURT,2014,0,518,866,35288,0,5676,14527,29612,50212,9416,0,59628,158,16,80607,28944,28746,741,5142
BAYBURT,2015,0,527,1077,40839,0,5939,13904,34900,50322,9914,0,60236,154,10,78550,21328,33823,774,5402
BAYBURT,2016,0,656,838,51385,0,6595,13461,44790,58481,2312,0,60793,142,8,90154,21400,43952,839,5931
BAYBURT,2017,0,917,500,56293,0,7695,12986,48598,61033,1193,0,62226,82,7,80417,23640,48098,969,6771
BAYBURT,2018,0,1288,379,61430,0,9161,13409,52269,63771,519,0,64290,81,9,82274,22952,51890,1004,7864
BAYBURT,2019,0,1512,440,62894,0,9576,13461,53318,63699,269,0,63968,69,9,84843,22856,52878,1137,8055
BAYBURT,2020,0,2224,255,69078,0,12813,14835,56265,65158,232,0,65390,81,8,81910,24336,56010,1242,10581
