city,year,cable,fiber,mobile broadband dedicated,number of broadband subscriptions - total,number of cable tv subscriptions,number of fixed broadband subscriptions - total,number of fixed telephony access lines,number of mobile broadband subscriptions - total,number of mobile telephony subscriptions  3g+4.5g,number of mobile telephony subscriptions - 2g,number of mobile telephony subscriptions - 3g,number of mobile telephony subscriptions - total,number of payhones,other,population,santral capacity for fixed telephony,standard mobile broadband,the length of fiber-km,xdsl
KÜTAHYA,2018,0,5054,2645,472137,0,77567,77865,394570,472960,8496,0,481456,535,645,577941,114512,391925,3149,71868
KÜTAHYA,2019,0,6986,2993,487999,0,82040,77070,405959,479651,4118,0,483769,494,1224,579257,104407,402966,3275,73830
KÜTAHYA,2020,0,11168,1969,525606,0,102041,83382,423565,482900,3378,0,486278,437,5336,576688,117016,421596,3472,85537
KÜTAHYA,2021,0,14353,1817,553107,0,105360,82727,447747,498769,3493,0,502262,361,1474,578640,109248,445930,3719,89533
KİLİS,2007,0,0,0,0,0,0,16597,0,0,0,0,88592,129,0,118457,25131,0,0,0
KİLİS,2008,0,0,0,0,0,0,14097,0,0,0,0,88526,123,0,120991,25029,0,0,0
KİLİS,2009,0,0,0,0,0,0,13133,0,0,0,0,77111,131,0,122104,23292,0,0,0
KİLİS,2010,0,0,0,0,0,0,12471,0,0,61705,29497,91202,127,0,123135,23292,0,0,0
KİLİS,2011,0,0,1461,22313,0,4389,11589,17924,46175,51899,0,98074,136,11,124452,29808,16463,0,4378
KİLİS,2012,0,8,2221,29143,0,4991,11019,24152,65879,43124,0,109003,136,13,124320,31024,21931,321,4970
KİLİS,2013,0,22,2795,44021,0,6879,10779,37142,94006,27665,0,121671,137,22,128586,31264,34347,324,6835
KİLİS,2014,0,36,2217,70957,0,6768,10907,64189,124159,17157,0,141316,141,40,128781,34216,61972,282,6692
KİLİS,2015,0,55,2133,87474,0,7567,10524,79907,132550,10279,0,142829,136,19,130655,20152,77774,434,7493
KİLİS,2016,0,146,1600,122319,0,9110,9611,113209,143454,4290,0,147744,170,18,130825,20664,111609,495,8946
KİLİS,2017,0,328,1147,132215,0,11172,10337,121043,148724,2624,0,151348,138,23,136319,20966,119896,531,10821
KİLİS,2018,0,587,878,135230,0,13288,11446,121942,150012,1022,0,151034,152,26,142541,46872,121064,680,12675
KİLİS,2019,0,944,1647,137719,0,15406,11983,122313,144813,622,0,145435,130,1120,142490,26937,120666,768,13342
KİLİS,2020,0,1792,591,165870,0,24238,13736,141632,165112,509,0,165621,125,4368,142792,29456,141041,882,15928
KİLİS,2021,0,2836,488,173461,0,28185,14215,145276,168750,555,0,169305,125,8332,145826,28696,144788,1020,17017
MALATYA,2007,0,0,0,0,0,0,150157,0,0,0,0,577878,829,0,722065,191233,0,0,0
MALATYA,2008,0,0,0,0,0,0,136488,0,0,0,0,585710,826,0,733789,193631,0,0,0
MALATYA,2009,0,0,0,0,0,0,125713,0,0,0,0,550054,822,0,736884,183223,0,0,0
MALATYA,2010,0,0,0,0,0,0,122266,0,0,364719,165817,530536,698,0,740643,192103,0,0,0
MALATYA,2011,0,0,8822,175902,0,43365,113546,132537,274379,279591,0,553970,726,27,757930,206539,123715,0,43338
MALATYA,2012,0,1470,11298,212316,0,45444,102157,166872,356839,210755,0,567594,737,33,762366,283841,155574,2476,43941
MALATYA,2013,0,6291,11395,241872,0,49634,91622,192238,396659,169106,0,565765,720,69,762538,160139,180843,2842,43274
MALATYA,2014,0,8977,8701,320577,0,52664,81424,267913,472325,106716,0,579041,675,65,769544,156048,259212,3008,43622
MALATYA,2015,0,11623,9618,377764,0,56461,72698,321303,464611,122065,0,586676,705,44,772904,188535,311685,3317,44794
MALATYA,2016,0,15875,7986,501240,0,64790,71800,436450,573845,29951,0,603796,682,54,781305,169504,428464,3742,48861
MALATYA,2017,0,21774,5612,557630,0,77247,73122,480383,608553,16509,0,625062,608,77,786676,170809,474771,4055,55396
MALATYA,2018,0,27949,5024,608020,0,92161,85270,515859,636588,8025,0,644613,512,213,797036,163961,510835,4263,63999
MALATYA,2019,0,32496,5510,639973,0,99777,95049,540196,648653,4370,0,653023,443,253,800165,129993,534686,4448,67028
MALATYA,2020,0,43846,3864,720148,0,129880,109019,590268,672010,3551,0,675561,313,210,806156,132121,586404,5028,85824
MALATYA,2021,0,47737,3934,750345,0,137849,110152,612496,694481,3145,0,697626,223,78,808692,154096,608562,5409,90034
MANİSA,2007,0,0,0,0,3817,0,298657,0,0,0,0,1011776,1272,0,1319920,349950,0,0,0
MANİSA,2008,0,0,0,0,4231,0,275653,0,0,0,0,1079464,1331,0,1316750,367637,0,0,0
MANİSA,2009,0,0,0,0,5152,0,258026,0,0,0,0,1016129,1458,0,1331957,372677,0,0,0
MANİSA,2010,0,0,0,0,6939,0,247414,0,0,715919,263781,979700,1522,0,1379484,394054,0,0,0
MANİSA,2011,7413,0,19318,295258,10369,98195,226698,197063,451224,602832,0,1054056,1642,668,1340074,400976,177745,0,90114
MANİSA,2012,9172,2859,22093,380298,12219,100482,199841,279816,607720,478242,0,1085962,1729,788,1346162,779699,257723,3907,87663
MANİSA,2013,10053,6409,23937,462386,13290,107460,182097,354926,721106,377361,0,1098467,1727,727,1359463,420834,330989,4109,90271
MANİSA,2014,11911,6860,17976,597618,15090,111627,163884,485991,885484,242602,0,1128086,1816,559,1367905,400823,468015,4428,92297
MANİSA,2015,13717,7145,22042,687339,16667,120814,147107,566525,894092,229045,0,1123137,1785,202,1380366,398728,544483,4463,99750
MANİSA,2016,16430,7800,17616,904896,18992,134849,141889,770047,1085668,64999,0,1150667,1611,1019,1396945,313059,752431,4782,109600
MANİSA,2017,18351,13107,11311,990386,20606,155750,150718,834636,1118679,39282,0,1157961,1461,1780,1413041,269288,823325,5453,122512
MANİSA,2018,20537,21618,8861,1076449,22373,182509,154480,893940,1156432,18744,0,1175176,1294,6387,1429643,193860,885079,5977,133967
MANİSA,2019,23059,27215,10113,1136925,23678,193560,149902,943365,1177969,12481,0,1190450,605,10052,1440611,182487,933252,6280,133234
MANİSA,2020,29878,35234,5864,1234837,28886,230430,162145,1004407,1192449,11657,0,1204106,553,14863,1450616,203728,998543,6757,150455
MANİSA,2021,33795,47514,5426,1326154,32080,270199,157270,1055955,1214201,8528,0,1222729,497,32609,1456626,203088,1050529,7206,156281
MARDİN,2007,0,0,0,0,0,0,62911,0,0,0,0,431971,306,0,745778,89165,0,0,0
MARDİN,2008,0,0,0,0,0,0,55747,0,0,0,0,482702,367,0,750697,80289,0,0,0
MARDİN,2009,0,0,0,0,0,0,50021,0,0,0,0,450611,271,0,737852,99665,0,0,0
MARDİN,2010,0,0,0,0,0,0,47137,0,0,237596,195523,433119,292,0,744606,104913,0,0,0
MARDİN,2011,0,0,8949,148283,0,19707,42394,128576,289158,174639,0,463797,307,18,764033,103950,119627,0,19689
MARDİN,2012,0,862,11308,169493,0,20749,39494,148744,338907,151075,0,489982,401,22,773026,106779,137436,1631,19865
MARDİN,2013,0,1612,13601,204712,0,22949,37866,181763,392518,134924,0,527442,375,147,779738,110307,168162,1744,21190
MARDİN,2014,0,2238,14033,297531,0,24648,36061,272883,487360,79596,0,566956,355,181,788996,101091,258850,1869,22229
MARDİN,2015,0,3087,17226,365695,0,26783,34239,338912,479897,97303,0,577200,341,43,796591,73754,321686,2051,23653
MARDİN,2016,0,4661,14916,484604,0,30177,32771,454427,546406,19298,0,565704,293,39,796237,53160,439511,2317,25477
MARDİN,2017,0,6917,12656,527766,0,38520,34807,489246,560046,11735,0,571781,237,1525,809719,54857,476590,2575,30078
MARDİN,2018,0,10166,11072,552550,0,47156,40456,505394,567673,3753,0,571426,224,877,829195,52957,494322,2756,36113
MARDİN,2019,0,12721,13110,558821,0,56561,45323,502260,554864,2287,0,557151,177,4679,838778,49131,489150,3159,39161
MARDİN,2020,0,18219,9136,606062,0,75207,54110,530855,567386,2769,0,570155,155,9425,854716,52941,521719,3323,47563
MARDİN,2021,0,22681,6233,636231,0,81178,57664,555053,592137,3467,0,595604,134,7689,862757,65184,548820,3653,50808
MUĞLA,2007,0,0,0,0,0,0,286351,0,0,0,0,740093,2501,0,766156,346599,0,0,0
MUĞLA,2008,0,0,0,0,0,0,286236,0,0,0,0,782510,2503,0,791424,359745,0,0,0
MUĞLA,2009,0,0,0,0,0,0,274248,0,0,0,0,754364,2513,0,802381,389331,0,0,0
MUĞLA,2010,0,0,0,0,0,0,269013,0,0,535632,208379,744011,2363,0,817503,394307,0,0,0
MUĞLA,2011,0,0,22797,268387,0,117399,256978,150988,350863,431162,0,782025,2413,83,838324,397242,128191,0,117316
MUĞLA,2012,0,3949,27203,334316,0,116287,236559,218029,477246,328744,0,805990,2427,98,851145,361957,190826,3547,112240
MUĞLA,2013,0,11272,27659,393244,0,121937,217704,271307,557082,257198,0,814280,2330,131,866665,398940,243648,3616,110534
MUĞLA,2014,0,13277,21934,486415,0,129127,201935,357288,654575,175561,0,830136,2031,274,894509,415157,335354,4611,115576
MUĞLA,2015,0,13281,22254,562531,0,135829,186861,426702,636633,204667,0,841300,1704,259,908877,431085,404448,5401,122289
MUĞLA,2016,0,13016,16756,726110,0,150846,176780,575264,809483,50320,0,859803,1355,1589,923773,389348,558508,5668,136241
MUĞLA,2017,0,13451,10816,811914,0,174612,174228,637302,854446,31152,0,885598,1128,3214,938751,340464,626486,6531,157947
MUĞLA,2018,0,14648,7783,883240,0,200101,177659,683139,889669,15472,0,905141,1065,12566,967487,331584,675356,7138,172887
MUĞLA,2019,0,17656,8222,919105,0,207716,176777,711389,918372,8895,0,927267,947,12533,983142,295240,703167,8006,177527
MUĞLA,2020,0,20873,6571,1014554,0,235886,182342,778668,918026,8814,0,926840,906,15816,1000773,292435,772097,8519,199197
MUĞLA,2021,0,28352,6229,1084975,0,256959,181872,828016,967997,7523,0,975520,816,20324,1021141,295136,821787,9295,208283
MUŞ,2007,0,0,0,0,0,0,22465,0,0,0,0,196888,202,0,405509,45699,0,0,0
MUŞ,2008,0,0,0,0,0,0,20901,0,0,0,0,212173,228,0,404309,32650,0,0,0
MUŞ,2009,0,0,0,0,0,0,19294,0,0,0,0,193265,264,0,404484,31067,0,0,0
MUŞ,2010,0,0,0,0,0,0,18484,0,0,123126,62053,185179,259,0,406886,33531,0,0,0
MUŞ,2011,0,0,2898,55964,0,7736,17495,48228,108049,92068,0,200117,278,18,414706,30095,45330,0,7718
MUŞ,2012,0,197,3431,67657,0,7588,16064,60069,144187,64195,0,208382,285,22,413260,27584,56638,768,7369
MUŞ,2013,0,539,3507,82666,0,8448,15214,74218,165620,51121,0,216741,278,199,412553,28336,70711,821,7710
MUŞ,2014,0,554,2842,118966,0,9029,14078,109937,196900,29836,0,226736,279,214,411216,31080,107095,721,8261
MUŞ,2015,0,599,3442,142269,0,9482,12912,132787,197134,35091,0,232225,258,11,408728,29296,129345,872,8872
MUŞ,2016,0,696,2889,192401,0,10796,13028,181605,230471,6474,0,236945,198,11,406501,27976,178716,1033,10089
MUŞ,2017,0,851,2021,208901,0,12433,13715,196468,237913,3109,0,241022,107,12,404544,30560,194447,1155,11570
MUŞ,2018,0,1241,1603,219714,0,14730,14128,204984,242153,1504,0,243657,84,13,407992,31584,203381,1231,13476
MUŞ,2019,0,1943,2128,227130,0,15485,15140,211645,244060,991,0,245051,64,12,408809,29040,209517,1357,13530
MUŞ,2020,0,3426,1227,250278,0,21856,20222,228422,249511,819,0,250330,56,11,411117,29016,227195,1374,18419
MUŞ,2021,0,4194,1019,259182,0,23836,21245,235346,257604,765,0,258369,46,12,405228,30208,234327,1370,19630
NEVŞEHİR,2007,0,0,0,0,0,0,74853,0,0,0,0,234787,366,0,280058,122496,0,0,0
NEVŞEHİR,2008,0,0,0,0,0,0,71579,0,0,0,0,242749,365,0,281699,97447,0,0,0
NEVŞEHİR,2009,0,0,0,0,0,0,68360,0,0,0,0,224137,369,0,284025,88662,0,0,0
NEVŞEHİR,2010,0,0,0,0,0,0,67349,0,0,149557,67435,216992,349,0,282337,86149,0,0,0
NEVŞEHİR,2011,0,0,3458,73086,0,24667,64662,48419,105331,122140,0,227471,345,19,283247,97552,44961,0,24648
NEVŞEHİR,2012,0,740,4033,88583,0,25541,59606,63042,136705,93259,0,229964,346,23,285190,118712,59009,1494,24778
NEVŞEHİR,2013,0,1839,4308,102177,0,26968,54516,75209,156205,74480,0,230685,303,32,285460,117772,70901,1540,25097
NEVŞEHİR,2014,0,2304,3064,129229,0,28549,51787,100680,183745,49292,0,233037,290,43,286250,102000,97616,1685,26202
NEVŞEHİR,2015,0,2663,3102,151935,0,30798,48708,121137,182698,51455,0,234153,281,41,286767,96475,118035,1746,28094
NEVŞEHİR,2016,0,3244,2745,199828,0,34048,46882,165780,225192,13571,0,238763,285,47,290895,93634,163035,1814,30757
NEVŞEHİR,2017,0,4209,1790,218374,0,38934,46953,179440,234825,7659,0,242484,260,108,292365,89192,177650,1912,34617
NEVŞEHİR,2018,0,5400,1322,234591,0,44579,48372,190012,241792,3374,0,245166,257,55,298339,83392,188690,1981,39124
NEVŞEHİR,2019,0,6623,1660,247477,0,48442,49153,199035,247831,1991,0,249822,246,64,303010,70599,197375,2199,41755
NEVŞEHİR,2020,0,8710,955,272297,0,58516,53350,213781,250254,1658,0,251912,206,81,304962,75480,212826,2337,49725
NEVŞEHİR,2021,0,10693,894,286141,0,63418,54236,222723,261298,1416,0,262714,167,98,308003,70000,221829,2506,52627
NİĞDE,2007,0,0,0,0,0,0,64129,0,0,0,0,224298,437,0,331677,78723,0,0,0
NİĞDE,2008,0,0,0,0,0,0,57820,0,0,0,0,233858,435,0,338447,77165,0,0,0
NİĞDE,2009,0,0,0,0,0,0,52074,0,0,0,0,227112,443,0,339921,77875,0,0,0
NİĞDE,2010,0,0,0,0,0,0,50915,0,0,154503,72341,226844,449,0,337931,81439,0,0,0
NİĞDE,2011,0,0,4435,73564,0,18085,45238,55479,114298,127338,0,241636,436,12,337553,81073,51044,0,18073
NİĞDE,2012,0,476,5619,89947,0,18295,38689,71652,150556,101824,0,252380,429,15,340270,84118,66033,1517,17804
NİĞDE,2013,0,1308,5512,108073,0,20705,37716,87368,174682,82499,0,257181,407,25,343658,72499,81856,1524,19372
NİĞDE,2014,0,1878,4129,143885,0,22505,34281,121380,213731,52174,0,265905,391,21,343898,67888,117251,1775,20606
NİĞDE,2015,0,2507,4055,170659,0,24226,31181,146433,204198,60135,0,264333,429,18,346114,65088,142378,1851,21701
NİĞDE,2016,0,3493,3370,225496,0,27509,30596,197987,255413,14508,0,269921,415,18,351468,61636,194617,1866,23998
NİĞDE,2017,0,4994,2348,248562,0,32529,32281,216033,266091,8229,0,274320,322,21,352727,61812,213685,1970,27514
NİĞDE,2018,0,6990,1913,267172,0,37997,36174,229175,275558,3384,0,278942,321,30,364707,39960,227262,2214,30977
NİĞDE,2019,0,10325,2228,278465,0,41456,38814,237009,279950,1457,0,281407,312,25,362861,30880,234781,2531,31106
NİĞDE,2020,0,15820,1418,304286,0,54652,47286,249634,285383,1182,0,286565,302,323,362071,50000,248216,2595,38509
NİĞDE,2021,0,19697,1269,322553,0,62426,49406,260127,290111,1081,0,291192,272,2849,363725,56616,258858,2744,39880
ORDU,2007,0,0,0,0,0,0,163306,0,0,0,0,540946,601,0,715409,222345,0,0,0
ORDU,2008,0,0,0,0,0,0,150931,0,0,0,0,572693,606,0,719278,193320,0,0,0
ORDU,2009,0,0,0,0,0,0,139602,0,0,0,0,548487,596,0,723507,190724,0,0,0
ORDU,2010,0,0,0,0,0,0,134063,0,0,346278,188790,535068,600,0,719183,200240,0,0,0
ORDU,2011,0,0,9056,187818,0,45943,125597,141875,303116,259630,0,562746,607,16,714390,169693,132819,0,45927
ORDU,2012,0,2362,10764,212422,0,45830,114902,166592,368217,208005,0,576222,625,20,741371,166696,155828,2106,43448
ORDU,2013,0,3638,11728,250394,0,49183,106156,201211,414544,170821,0,585365,638,37,731452,184489,189483,2159,45508
ORDU,2014,0,4202,8035,313405,0,51442,98539,261963,479313,113446,0,592759,632,45,724268,181637,253928,2103,47195
ORDU,2015,0,4584,7597,374253,0,54151,90341,320102,461155,136260,0,597415,646,32,728949,146391,312505,2311,49535
ORDU,2016,0,5591,5759,501734,0,61173,87193,440561,571444,33042,0,604486,562,44,750588,144872,434802,2531,55538
ORDU,2017,0,7189,3808,548146,0,71020,84917,477126,592284,18754,0,611038,550,64,742341,140256,473318,2715,63767
ORDU,2018,0,9028,2981,579276,0,80607,87022,498669,611251,6312,0,617563,548,75,771932,132431,495688,2902,71504
ORDU,2019,0,11449,3209,596501,0,85066,86502,511435,617351,2619,0,619970,498,82,754198,113792,508226,3230,73535
ORDU,2020,0,16411,2554,648481,0,105517,94263,542964,629474,2334,0,631808,472,85,761400,131952,540410,3379,89021
ORDU,2021,0,19988,2431,684674,0,114390,93559,570284,653590,3432,0,657022,393,93,760872,121440,567853,3693,94309
OSMANİYE,2007,0,0,0,0,0,0,71170,0,0,0,0,361972,312,0,452880,98624,0,0,0
OSMANİYE,2008,0,0,0,0,0,0,61260,0,0,0,0,386888,313,0,464704,94143,0,0,0
OSMANİYE,2009,0,0,0,0,0,0,50862,0,0,0,0,355496,349,0,471804,95724,0,0,0
OSMANİYE,2010,0,0,0,0,0,0,47448,0,0,197901,147056,344957,341,0,479221,101772,0,0,0
OSMANİYE,2011,0,0,7160,106532,0,18997,41262,87535,208337,155375,0,363712,356,18,485357,100574,80375,0,18979
OSMANİYE,2012,0,489,8650,124122,0,21113,35064,103009,242434,133084,0,375518,375,22,492135,100894,94359,1179,20602
OSMANİYE,2013,0,1347,8961,149888,0,24188,35608,125700,276416,108391,0,384807,362,27,498981,102038,116739,1284,22814
OSMANİYE,2014,0,1666,6048,199357,0,26427,32747,172930,321397,70925,0,392322,166,28,506807,100230,166882,1275,24733
OSMANİYE,2015,0,2052,5865,243093,0,29023,30399,214070,286951,107505,0,394456,189,26,512873,101814,208205,1390,26945
OSMANİYE,2016,0,2393,5125,337286,0,33373,29735,303913,383646,21456,0,405102,194,598,522175,65428,298788,1497,30382
OSMANİYE,2017,0,2745,3681,372367,0,40558,31151,331809,395386,13488,0,408874,137,2002,527724,69580,328128,1574,35811
OSMANİYE,2018,0,3675,3065,399141,0,49180,35175,349961,409023,4647,0,413670,134,3380,534415,43863,346896,1738,42125
OSMANİYE,2019,0,5181,3273,413827,0,55910,38184,357917,413715,2584,0,416299,135,4197,538759,46351,354644,2002,46532
OSMANİYE,2020,0,9366,2138,460167,0,76953,47388,383214,428841,2092,0,430933,145,6171,548556,59949,381076,2278,61416
OSMANİYE,2021,0,12525,1817,491374,0,85330,49969,406044,442298,2252,0,444550,140,7037,553012,61791,404227,2568,65768
RİZE,2007,0,0,0,0,0,0,95332,0,0,0,0,285643,236,0,316252,114488,0,0,0
RİZE,2008,0,0,0,0,0,0,91816,0,0,0,0,291983,232,0,319410,112128,0,0,0
RİZE,2009,0,0,0,0,0,0,88832,0,0,0,0,279453,253,0,319569,125728,0,0,0
RİZE,2010,0,0,0,0,0,0,84718,0,0,186815,88133,274948,262,0,319637,163222,0,0,0
RİZE,2011,0,0,5575,106498,0,35017,79522,71481,143342,142597,0,285939,295,16,323012,137383,65906,0,35001
RİZE,2012,0,908,6680,123036,0,33053,72771,89983,188119,104612,0,292731,277,19,324152,119189,83303,1099,32126
RİZE,2013,0,1456,7304,141418,0,34112,66016,107306,218599,79744,0,298343,245,26,328205,136944,100002,1186,32630
RİZE,2014,0,2008,4849,168455,0,35423,59546,133032,242488,53628,0,296116,256,27,329779,133774,128183,1138,33388
RİZE,2015,0,2734,4346,192545,0,36736,53503,155809,230753,61618,0,292371,254,27,328979,134134,151463,1431,33975
RİZE,2016,0,3991,2777,248261,0,40409,51482,207852,282028,14551,0,296579,280,23,331048,92024,205075,1532,36395
RİZE,2017,0,5636,1572,268823,0,46105,50996,222718,290716,7524,0,298240,258,101,331041,92632,221146,1769,40368
RİZE,2018,0,7816,1128,283847,0,51764,52059,232083,295456,3270,0,298726,245,133,348608,87096,230955,1887,43815
RİZE,2019,0,9781,1332,294262,0,54610,52204,239652,292724,1885,0,294609,234,111,343212,84632,238320,2020,44718
RİZE,2020,0,13465,827,319954,0,66755,57869,253199,296268,1633,0,297901,220,86,344359,95144,252372,2132,53204
RİZE,2021,0,15232,808,334225,0,71957,58165,262268,304035,1540,0,305575,181,36,345662,94616,261460,2431,56689
SAKARYA,2007,0,0,0,0,0,0,201430,0,0,0,0,596680,643,0,835222,232344,0,0,0
SAKARYA,2008,0,0,0,0,0,0,196990,0,0,0,0,787124,644,0,851292,239433,0,0,0
SAKARYA,2009,0,0,0,0,0,0,187850,0,0,0,0,762090,653,0,861570,255661,0,0,0
SAKARYA,2010,0,0,0,0,0,0,184446,0,0,494379,235008,729387,650,0,872872,269060,0,0,0
SAKARYA,2011,0,0,13129,266971,0,82383,176112,184588,368065,387146,0,755211,666,50,888556,271482,171459,0,82333
SAKARYA,2012,0,1278,15253,329875,0,85785,160532,244090,486922,290890,0,777812,680,59,902267,270334,228837,2636,84448
SAKARYA,2013,0,2827,14208,382226,0,91678,146562,290548,561514,226393,0,787907,642,88,917373,287256,276340,2699,88763
SAKARYA,2014,0,3560,10346,484565,0,97688,132903,386877,664635,150456,0,815091,627,100,932706,236985,376531,3122,94028
SAKARYA,2015,0,4404,10654,567162,0,105830,122838,461332,639206,201811,0,841017,621,91,953181,245303,450678,3198,101335
SAKARYA,2016,0,5320,7889,731569,0,119005,114829,612564,830456,42331,0,872787,605,111,976948,249927,604675,3282,113574
SAKARYA,2017,0,6733,5109,808531,0,138316,113646,670215,876220,23516,0,899736,576,1200,990214,247992,665106,3551,130383
SAKARYA,2018,0,8990,4047,862931,0,157946,122137,704985,905579,10773,0,916352,563,3901,1010700,239719,700938,4013,145055
SAKARYA,2019,0,12701,4691,892579,0,167960,125625,724619,916029,6592,0,922621,560,6118,1029650,189703,719928,4467,149141
SAKARYA,2020,0,20690,3145,968851,0,195852,134051,772999,932443,5944,0,938387,492,4042,1042649,208120,769854,4891,171120
SAKARYA,2021,0,31481,3245,1037577,0,215979,134299,821598,974651,6654,0,981305,401,8295,1060876,195104,818353,5473,176203
SAMSUN,2007,0,0,0,0,10022,0,292792,0,0,0,0,975872,870,0,1228959,345113,0,0,0
SAMSUN,2008,0,0,0,0,9619,0,275716,0,0,0,0,1038105,881,0,1233677,333504,0,0,0
SAMSUN,2009,0,0,0,0,9736,0,255579,0,0,0,0,998781,954,0,1250076,338442,0,0,0
SAMSUN,2010,0,0,0,0,10120,0,248161,0,0,608232,360856,969088,981,0,1252693,348072,0,0,0
SAMSUN,2011,3340,4708,16043,347216,9782,101736,227417,245480,533878,485757,0,1019635,941,61,1251729,308597,229437,0,93627
SAMSUN,2012,3336,11846,19143,396400,9378,104942,205328,291458,617069,434857,0,1051926,1013,72,1251722,319350,272315,3362,89688
SAMSUN,2013,2985,17940,19325,468167,8457,113579,200995,354588,706714,374116,0,1080830,1029,144,1261810,371573,335263,3446,92510
SAMSUN,2014,3299,22445,14374,600905,8082,120456,186814,480449,863224,242142,0,1105366,1033,154,1269989,287019,466075,4060,94558
SAMSUN,2015,3934,26240,14840,727932,7974,130172,172031,597760,792151,318773,0,1110924,957,100,1279884,265869,582920,4029,99898
SAMSUN,2016,5125,30415,12562,968488,8455,145297,167494,823191,1047348,83882,0,1131230,958,137,1295927,260476,810629,4396,109620
SAMSUN,2017,6187,38070,8195,1067043,9073,168105,163394,898938,1087258,64515,0,1151773,887,150,1312990,245399,890743,5177,123698
SAMSUN,2018,7850,46760,6525,1156737,10101,192672,171210,964065,1134131,37228,0,1171359,843,187,1335716,221518,957540,5750,137875
SAMSUN,2019,10587,53778,7376,1176052,10806,204969,170503,971083,1143208,29892,0,1173100,800,223,1348542,208590,963707,6316,140381
SAMSUN,2020,13463,67019,4875,1263443,12008,249618,187859,1013825,1154040,29386,0,1183426,780,232,1356079,228073,1008950,6718,168904
SAMSUN,2021,13909,80156,4470,1336992,12180,271535,185738,1065457,1202487,31723,0,1234210,690,5503,1371274,232699,1060987,7266,171967
SİNOP,2007,0,0,0,0,0,0,60530,0,0,0,0,145125,312,0,198412,70763,0,0,0
SİNOP,2008,0,0,0,0,0,0,58062,0,0,0,0,159867,301,0,200791,67183,0,0,0
SİNOP,2009,0,0,0,0,0,0,55637,0,0,0,0,143343,319,0,201134,70533,0,0,0
SİNOP,2010,0,0,0,0,0,0,55319,0,0,106372,46380,152752,323,0,202740,70511,0,0,0
SİNOP,2011,0,0,2448,50033,0,17546,52834,32487,78203,87934,0,166137,334,8,203027,63234,30039,0,17538
SİNOP,2012,0,611,2764,58951,0,17942,49088,41009,94317,76000,0,170317,359,10,201311,70052,38245,1058,17321
SİNOP,2013,0,774,2518,68925,0,19084,45751,49841,95448,61197,0,156645,349,13,204568,70544,47323,1109,18297
SİNOP,2014,0,693,2116,88601,0,20194,42977,68407,119548,40111,0,159659,362,19,204526,68992,66291,1067,19482
SİNOP,2015,0,600,2234,105407,0,20845,39358,84562,137686,24262,0,161948,353,22,204133,59481,82328,1217,20223
SİNOP,2016,0,666,1893,140067,0,22648,37562,117419,151314,12475,0,163789,360,20,205478,60816,115526,1251,21962
SİNOP,2017,0,841,1318,154018,0,25550,36688,128468,156478,7729,0,164207,353,207,207427,59904,127150,1330,24502
SİNOP,2018,0,1082,1076,164534,0,28533,36501,136001,166309,1771,0,168080,345,21,219733,57168,134925,1368,27430
SİNOP,2019,0,1635,1125,170187,0,29737,35939,140450,166990,838,0,167828,329,16,218243,48128,139325,1434,28086
SİNOP,2020,0,2652,836,183341,0,35611,38560,147730,167952,661,0,168613,330,17,216460,59936,146894,1569,32942
SİNOP,2021,0,3574,846,193730,0,38081,37920,155649,174681,666,0,175347,207,21,218408,53120,154803,1756,34486
SİVAS,2007,0,0,0,0,0,0,153073,0,0,0,0,368260,933,0,638464,178111,0,0,0
SİVAS,2008,0,0,0,0,0,0,147789,0,0,0,0,382764,937,0,631112,180123,0,0,0
SİVAS,2009,0,0,0,0,0,0,138577,0,0,0,0,458890,929,0,633347,185413,0,0,0
SİVAS,2010,0,0,0,0,0,0,134744,0,0,227572,114538,342110,892,0,642224,185707,0,0,0
SİVAS,2011,0,0,8399,155953,0,45347,124863,110606,178824,175524,0,354348,904,28,627056,183696,102207,0,45319
SİVAS,2012,0,599,9242,184641,0,43034,112361,141607,215561,146408,0,361969,941,34,623535,176921,132365,4149,42401
SİVAS,2013,0,1021,10336,221614,0,42504,101341,179110,336065,154655,0,490720,917,80,623824,174534,168774,4244,41403
SİVAS,2014,0,3517,5528,289644,0,49680,90211,239964,414407,92955,0,507362,907,86,623116,169667,234436,4403,46077
SİVAS,2015,0,4122,8379,334006,0,53110,80118,280896,440646,64098,0,504744,879,35,618617,177273,272517,4540,48953
SİVAS,2016,0,5254,6822,424043,0,59184,74831,364859,498679,29055,0,527734,826,38,621224,162137,358037,4887,53892
SİVAS,2017,0,7532,4571,458435,0,68073,74960,390362,512759,19460,0,532219,722,50,621301,148996,385791,5222,60491
SİVAS,2018,0,10996,4015,494885,0,77703,79429,417182,521846,12120,0,533966,675,56,646608,127457,413167,5364,66651
SİVAS,2019,0,13779,4868,510716,0,81087,77992,429629,529338,9375,0,538713,551,45,638956,82193,424761,5569,67263
SİVAS,2020,0,19970,5670,554060,0,100249,92911,453811,538406,8817,0,547223,481,272,635889,127122,448141,5979,80007
SİVAS,2021,0,27349,2825,579803,0,111004,91912,468799,550895,8574,0,559469,456,347,636121,137832,465974,6501,83308
SİİRT,2007,0,0,0,0,0,0,25547,0,0,0,0,213753,298,0,291528,34553,0,0,0
SİİRT,2008,0,0,0,0,0,0,21638,0,0,0,0,245315,362,0,299819,34818,0,0,0
